tract,iou,alignment,recurrence_score,image_group,initial_label,label_spread_prediction
tract_1,0.0,0.782,9.92,37_372_234,-1,0
tract_2,0.0,0.137,1.65,37_372_234,-1,0
tract_3,0.0,0.931,0.66,37_372_234,-1,0
tract_4,0.0,0.068,0.71,37_372_234,-1,0
tract_5,0.0,0.863,6.42,37_372_234,-1,0
tract_6,0.008,0.162,20.42,37_372_234,-1,1
tract_7,0.045,0.822,34.5,37_372_234,-1,1
tract_8,0.006,0.428,25.72,37_372_234,-1,1
tract_1,0.0,0.932,0.0,37_375_220,0,0
tract_2,0.0,0.214,0.0,37_375_220,0,0
tract_3,0.0,0.996,0.0,37_375_220,0,0
tract_4,0.0,0.252,0.0,37_375_220,0,0
tract_5,0.0,0.953,11.28,37_375_220,1,1
tract_6,0.004,0.174,28.12,37_375_220,1,1
tract_7,0.088,0.934,60.6,37_375_220,1,1
tract_8,0.0,0.118,0.0,37_375_220,0,0
tract_1,0.0,0.769,0.0,37_376_519,0,0
tract_2,0.0,0.29,0.0,37_376_519,0,0
tract_3,0.0,0.569,0.0,37_376_519,0,0
tract_4,0.0,0.952,0.0,37_376_519,0,0
tract_5,0.198,0.839,61.3,37_376_519,1,1
tract_6,0.0,0.125,27.29,37_376_519,1,1
tract_7,0.0,0.677,11.41,37_376_519,1,1
tract_8,0.0,0.76,0.0,37_376_519,0,0
tract_1,0.0,0.465,0.0,37_383_401,0,0
tract_2,0.0,0.015,0.0,37_383_401,0,0
tract_3,0.0,0.701,0.0,37_383_401,0,0
tract_4,0.0,0.473,0.0,37_383_401,0,0
tract_5,0.013,0.609,45.72,37_383_401,1,1
tract_6,0.017,0.177,38.28,37_383_401,1,1
tract_7,0.0,0.551,16.0,37_383_401,1,1
tract_8,0.0,0.775,0.0,37_383_401,0,0
tract_1,0.0,0.652,2.73,38_221_470,-1,0
tract_2,0.0,0.277,6.33,38_221_470,-1,0
tract_3,0.036,0.438,25.81,38_221_470,-1,1
tract_4,0.335,0.993,35.89,38_221_470,-1,1
tract_5,0.0,0.484,21.19,38_221_470,-1,1
tract_6,0.0,0.096,5.57,38_221_470,-1,0
tract_7,0.0,0.55,2.33,38_221_470,-1,0
tract_8,0.0,0.859,0.16,38_221_470,-1,0
tract_1,0.0,0.774,23.53,38_226_363,-1,1
tract_2,0.151,0.785,54.58,38_226_363,-1,1
tract_3,0.0,0.576,21.89,38_226_363,-1,1
tract_4,0.0,0.949,0.0,38_226_363,-1,0
tract_5,0.0,0.625,0.0,38_226_363,-1,0
tract_6,0.0,0.126,0.0,38_226_363,-1,0
tract_7,0.0,0.683,0.0,38_226_363,-1,0
tract_8,0.0,0.754,0.0,38_226_363,-1,0
tract_1,0.046,0.42,31.48,38_240_224,1,1
tract_2,0.003,0.063,9.35,38_240_224,0,0
tract_3,0.0,0.705,3.41,38_240_224,0,0
tract_4,0.0,0.467,0.14,38_240_224,0,0
tract_5,0.0,0.615,2.13,38_240_224,0,0
tract_6,0.0,0.135,4.79,38_240_224,0,0
tract_7,0.0,0.556,18.57,38_240_224,1,1
tract_8,0.11,0.215,30.11,38_240_224,1,1
tract_1,0.02,0.361,24.52,38_254_231,-1,1
tract_2,0.009,0.234,7.78,38_254_231,-1,0
tract_3,0.0,0.081,2.65,38_254_231,-1,0
tract_4,0.0,0.976,0.17,38_254_231,-1,0
tract_5,0.0,0.166,2.49,38_254_231,-1,0
tract_6,0.0,0.027,5.59,38_254_231,-1,0
tract_7,0.0,0.241,21.67,38_254_231,-1,1
tract_8,0.271,0.471,35.13,38_254_231,-1,1
tract_1,0.0,0.97,2.43,38_258_447,-1,0
tract_2,0.004,0.261,6.28,38_258_447,-1,0
tract_3,0.0,0.991,22.99,38_258_447,-1,1
tract_4,0.24,0.552,37.62,38_258_447,-1,1
tract_5,0.0,0.962,22.22,38_258_447,-1,1
tract_6,0.0,0.202,5.84,38_258_447,-1,0
tract_7,0.0,0.963,2.44,38_258_447,-1,0
tract_8,0.0,0.011,0.17,38_258_447,-1,0
tract_1,0.0,0.692,19.44,38_265_360,-1,1
tract_2,0.011,0.211,45.08,38_265_360,-1,1
tract_3,0.0,0.47,18.08,38_265_360,-1,1
tract_4,0.0,0.981,0.0,38_265_360,-1,0
tract_5,0.0,0.529,0.0,38_265_360,-1,0
tract_6,0.004,0.209,17.4,38_265_360,-1,1
tract_7,0.0,0.592,0.0,38_265_360,-1,0
tract_8,0.0,0.83,0.0,38_265_360,-1,0
tract_1,0.063,0.588,29.44,38_266_196,1,1
tract_2,0.0,0.263,7.94,38_266_196,0,0
tract_3,0.0,0.339,3.19,38_266_196,0,0
tract_4,0.0,0.998,0.17,38_266_196,0,0
tract_5,0.0,0.409,2.57,38_266_196,0,0
tract_6,0.0,0.079,5.77,38_266_196,0,0
tract_7,0.026,0.469,22.4,38_266_196,1,1
tract_8,0.156,0.801,28.51,38_266_196,1,1
tract_1,0.0,0.266,18.43,38_277_305,1,1
tract_2,0.0,0.054,4.97,38_277_305,0,0
tract_3,0.0,0.53,2.0,38_277_305,0,0
tract_4,0.0,0.653,0.14,38_277_305,0,0
tract_5,0.0,0.434,2.09,38_277_305,0,0
tract_6,0.006,0.072,24.74,38_277_305,1,1
tract_7,0.0,0.366,18.18,38_277_305,0,0
tract_8,0.009,0.866,29.47,38_277_305,1,1
tract_1,0.0,0.787,2.15,38_301_435,-1,0
tract_2,0.0,0.292,4.98,38_301_435,-1,0
tract_3,0.0,0.593,20.3,38_301_435,-1,1
tract_4,0.262,0.908,33.22,38_301_435,-1,1
tract_5,0.061,0.65,27.33,38_301_435,-1,1
tract_6,0.013,0.236,8.81,38_301_435,-1,0
tract_7,0.0,0.697,3.01,38_301_435,-1,0
tract_8,0.0,0.74,0.2,38_301_435,-1,0
tract_1,0.0,0.679,0.57,38_305_520,-1,0
tract_2,0.0,0.094,1.33,38_305_520,-1,0
tract_3,0.0,0.864,9.16,38_305_520,-1,0
tract_4,0.009,0.223,25.38,38_305_520,-1,1
tract_5,0.13,0.754,38.46,38_305_520,-1,1
tract_6,0.0,0.17,17.12,38_305_520,-1,1
tract_7,0.0,0.741,7.16,38_305_520,-1,0
tract_8,0.0,0.581,0.82,38_305_520,-1,0
tract_1,0.0,0.677,0.64,38_325_430,-1,0
tract_2,0.0,0.093,1.49,38_325_430,-1,0
tract_3,0.0,0.862,10.29,38_325_430,-1,1
tract_4,0.059,0.368,28.51,38_325_430,-1,1
tract_5,0.147,0.807,28.84,38_325_430,-1,1
tract_6,0.058,0.518,24.24,38_325_430,-1,1
tract_7,0.0,0.74,5.37,38_325_430,-1,0
tract_8,0.0,0.583,0.62,38_325_430,-1,0
tract_1,0.0,0.736,0.0,38_331_328,-1,0
tract_2,0.0,0.286,0.0,38_331_328,-1,0
tract_3,0.0,0.525,0.0,38_331_328,-1,0
tract_4,0.0,0.966,0.0,38_331_328,-1,0
tract_5,0.0,0.58,23.89,38_331_328,-1,1
tract_6,0.023,0.052,53.68,38_331_328,-1,1
tract_7,0.0,0.64,22.43,38_331_328,-1,1
tract_8,0.0,0.793,0.0,38_331_328,-1,0
tract_1,0.0,0.417,0.0,38_336_320,-1,0
tract_2,0.0,0.23,0.0,38_336_320,-1,0
tract_3,0.0,0.148,0.0,38_336_320,-1,0
tract_4,0.0,0.988,0.0,38_336_320,-1,0
tract_5,0.0,0.23,23.89,38_336_320,-1,1
tract_6,0.051,0.119,53.68,38_336_320,-1,1
tract_7,0.0,0.304,22.43,38_336_320,-1,1
tract_8,0.0,0.967,0.0,38_336_320,-1,0
tract_1,0.0,0.932,0.0,38_340_345,0,0
tract_2,0.0,0.297,0.0,38_340_345,0,0
tract_3,0.0,0.813,0.0,38_340_345,0,0
tract_4,0.0,0.793,0.0,38_340_345,0,0
tract_5,0.0,0.832,23.89,38_340_345,1,1
tract_6,0.373,0.922,53.68,38_340_345,1,1
tract_7,0.0,0.87,22.43,38_340_345,1,1
tract_8,0.0,0.496,0.0,38_340_345,0,0
tract_1,0.0,0.034,2.03,38_344_426,-1,0
tract_2,0.0,0.137,4.69,38_344_426,-1,0
tract_3,0.0,0.25,19.14,38_344_426,-1,1
tract_4,0.079,0.87,31.32,38_344_426,-1,1
tract_5,0.03,0.159,30.37,38_344_426,-1,1
tract_6,0.002,0.019,8.89,38_344_426,-1,0
tract_7,0.0,0.079,3.34,38_344_426,-1,0
tract_8,0.0,0.986,0.23,38_344_426,-1,0
tract_1,0.0,0.484,0.56,38_356_509,-1,0
tract_2,0.0,0.244,1.3,38_356_509,-1,0
tract_3,0.0,0.223,8.97,38_356_509,-1,0
tract_4,0.013,0.997,24.85,38_356_509,-1,1
tract_5,0.271,0.667,38.92,38_356_509,-1,1
tract_6,0.0,0.056,17.32,38_356_509,-1,1
tract_7,0.0,0.373,7.25,38_356_509,-1,0
tract_8,0.0,0.946,0.83,38_356_509,-1,0
tract_1,0.0,0.762,0.68,38_357_452,0,0
tract_2,0.0,0.289,1.57,38_357_452,0,0
tract_3,0.0,0.559,10.87,38_357_452,0,0
tract_4,0.06,0.946,30.11,38_357_452,1,1
tract_5,0.201,0.646,33.9,38_357_452,1,1
tract_6,0.004,0.123,15.83,38_357_452,1,1
tract_7,0.0,0.669,6.31,38_357_452,0,0
tract_8,0.0,0.767,0.72,38_357_452,0,0
tract_1,0.0,0.96,0.57,38_359_464,-1,0
tract_2,0.0,0.292,1.32,38_359_464,-1,0
tract_3,0.0,0.866,9.12,38_359_464,-1,0
tract_4,0.026,0.714,25.26,38_359_464,-1,1
tract_5,0.398,0.942,38.56,38_359_464,-1,1
tract_6,0.0,0.175,17.16,38_359_464,-1,1
tract_7,0.0,0.907,7.18,38_359_464,-1,0
tract_8,0.0,0.408,0.82,38_359_464,-1,0
tract_1,0.0,0.727,3.19,38_364_286,-1,0
tract_2,0.0,0.113,0.22,38_364_286,-1,0
tract_3,0.0,0.896,0.72,38_364_286,-1,0
tract_4,0.0,0.154,4.49,38_364_286,-1,0
tract_5,0.0,0.822,17.1,38_364_286,-1,1
tract_6,0.024,0.101,38.4,38_364_286,-1,1
tract_7,0.0,0.783,16.05,38_364_286,-1,1
tract_8,0.01,0.507,19.82,38_364_286,-1,1
tract_1,0.0,0.986,0.54,38_367_497,0,0
tract_2,0.0,0.269,1.25,38_367_497,0,0
tract_3,0.0,0.958,8.64,38_367_497,0,0
tract_4,0.004,0.539,23.94,38_367_497,1,1
tract_5,0.346,0.963,39.71,38_367_497,1,1
tract_6,0.0,0.198,17.68,38_367_497,1,1
tract_7,0.0,0.959,7.39,38_367_497,0,0
tract_8,0.0,0.182,0.85,38_367_497,0,0
tract_1,0.0,0.926,0.0,38_371_371,-1,0
tract_2,0.0,0.21,0.0,38_371_371,-1,0
tract_3,0.0,0.995,0.0,38_371_371,-1,0
tract_4,0.0,0.234,0.0,38_371_371,-1,0
tract_5,0.0,0.951,23.89,38_371_371,-1,1
tract_6,0.018,0.085,53.68,38_371_371,-1,1
tract_7,0.0,0.938,22.43,38_371_371,-1,1
tract_8,0.0,0.159,0.0,38_371_371,-1,0
tract_1,0.0,0.193,0.0,38_380_478,-1,0
tract_2,0.0,0.178,0.0,38_380_478,-1,0
tract_3,0.0,0.091,0.0,38_380_478,-1,0
tract_4,0.0,0.924,0.0,38_380_478,-1,0
tract_5,0.037,0.189,61.3,38_380_478,-1,1
tract_6,0.0,0.007,27.29,38_380_478,-1,1
tract_7,0.0,0.077,11.41,38_380_478,-1,0
tract_8,0.0,0.998,0.0,38_380_478,-1,0
tract_1,0.143,0.338,32.49,39_232_171,-1,1
tract_2,0.0,0.02,14.01,39_232_171,-1,0
tract_3,0.0,0.613,5.63,39_232_171,-1,0
tract_4,0.0,0.573,0.6,39_232_171,-1,0
tract_5,0.0,0.519,0.89,39_232_171,-1,0
tract_6,0.0,0.115,1.99,39_232_171,-1,0
tract_7,0.0,0.454,12.36,39_232_171,-1,0
tract_8,0.052,0.785,32.04,39_232_171,-1,1
tract_1,0.0,0.443,23.53,39_239_353,-1,1
tract_2,0.071,0.394,54.58,39_239_353,-1,1
tract_3,0.0,0.683,21.89,39_239_353,-1,1
tract_4,0.0,0.495,0.0,39_239_353,-1,0
tract_5,0.0,0.592,0.0,39_239_353,-1,0
tract_6,0.0,0.13,0.0,39_239_353,-1,0
tract_7,0.0,0.531,0.0,39_239_353,-1,0
tract_8,0.0,0.79,0.0,39_239_353,-1,0
tract_1,0.0,0.27,23.53,39_240_323,-1,1
tract_2,0.027,0.179,54.58,39_240_323,-1,1
tract_3,0.0,0.01,21.89,39_240_323,-1,1
tract_4,0.0,0.952,0.0,39_240_323,-1,0
tract_5,0.0,0.079,0.0,39_240_323,-1,0
tract_6,0.0,0.009,0.0,39_240_323,-1,0
tract_7,0.0,0.155,0.0,39_240_323,-1,0
tract_8,0.0,0.994,0.0,39_240_323,-1,0
tract_1,0.0,0.946,23.53,39_240_377,-1,1
tract_2,0.15,0.962,54.58,39_240_377,-1,1
tract_3,0.0,0.837,21.89,39_240_377,-1,1
tract_4,0.0,0.767,0.0,39_240_377,-1,0
tract_5,0.0,0.852,0.0,39_240_377,-1,0
tract_6,0.0,0.176,0.0,39_240_377,-1,0
tract_7,0.0,0.887,0.0,39_240_377,-1,0
tract_8,0.0,0.457,0.0,39_240_377,-1,0
tract_1,0.0,0.865,0.0,39_242_529,-1,0
tract_2,0.0,0.176,0.0,39_242_529,-1,0
tract_3,0.0,0.975,0.0,39_242_529,-1,0
tract_4,0.0,0.085,0.0,39_242_529,-1,0
tract_5,0.0,0.918,0.0,39_242_529,-1,0
tract_6,0.0,0.195,0.0,39_242_529,-1,0
tract_7,0.0,0.894,0.0,39_242_529,-1,0
tract_8,0.0,0.305,0.0,39_242_529,-1,0
tract_1,0.0,0.6,2.45,39_260_481,-1,0
tract_2,0.0,0.063,5.67,39_260_481,-1,0
tract_3,0.0,0.806,23.14,39_260_481,-1,1
tract_4,0.073,0.273,37.87,39_260_481,-1,1
tract_5,0.0,0.723,22.36,39_260_481,-1,1
tract_6,0.0,0.157,5.88,39_260_481,-1,0
tract_7,0.0,0.672,2.46,39_260_481,-1,0
tract_8,0.0,0.663,0.17,39_260_481,-1,0
tract_1,0.013,0.168,24.91,39_262_220,-1,1
tract_2,0.001,0.074,7.11,39_262_220,-1,0
tract_3,0.0,0.453,2.7,39_262_220,-1,0
tract_4,0.0,0.717,0.18,39_262_220,-1,0
tract_5,0.0,0.357,2.59,39_262_220,-1,0
tract_6,0.0,0.082,5.87,39_262_220,-1,0
tract_7,0.006,0.289,22.56,39_262_220,-1,1
tract_8,0.125,0.271,34.09,39_262_220,-1,1
tract_1,0.0,0.973,2.43,39_264_437,-1,0
tract_2,0.003,0.277,6.26,39_264_437,-1,0
tract_3,0.0,0.989,22.98,39_264_437,-1,1
tract_4,0.178,0.527,37.61,39_264_437,-1,1
tract_5,0.0,0.961,22.21,39_264_437,-1,1
tract_6,0.0,0.196,5.89,39_264_437,-1,0
tract_7,0.0,0.964,2.44,39_264_437,-1,0
tract_8,0.0,0.031,0.17,39_264_437,-1,0
tract_1,0.095,0.788,34.44,39_265_192,1,1
tract_2,0.0,0.292,9.29,39_265_192,0,0
tract_3,0.0,0.587,3.73,39_265_192,0,0
tract_4,0.0,0.945,0.16,39_265_192,0,0
tract_5,0.0,0.635,2.41,39_265_192,0,0
tract_6,0.0,0.128,5.41,39_265_192,0,0
tract_7,0.031,0.688,21.0,39_265_192,1,1
tract_8,0.114,0.617,23.56,39_265_192,1,1
tract_1,0.0,0.272,0.0,39_284_322,0,0
tract_2,0.0,0.048,0.0,39_284_322,0,0
tract_3,0.0,0.536,0.0,39_284_322,0,0
tract_4,0.0,0.648,0.0,39_284_322,0,0
tract_5,0.0,0.44,23.89,39_284_322,1,1
tract_6,0.014,0.116,53.68,39_284_322,1,1
tract_7,0.0,0.372,22.43,39_284_322,1,1
tract_8,0.0,0.89,0.0,39_284_322,0,0
tract_1,0.0,0.671,0.0,39_302_341,-1,0
tract_2,0.0,0.277,0.0,39_302_341,-1,0
tract_3,0.0,0.443,0.0,39_302_341,-1,0
tract_4,0.0,0.986,0.0,39_302_341,-1,0
tract_5,0.0,0.505,23.89,39_302_341,-1,1
tract_6,0.024,0.114,53.68,39_302_341,-1,1
tract_7,0.0,0.57,22.43,39_302_341,-1,1
tract_8,0.0,0.846,0.0,39_302_341,-1,0
tract_1,0.0,0.215,2.21,39_307_403,-1,0
tract_2,0.0,0.065,5.12,39_307_403,-1,0
tract_3,0.0,0.485,20.88,39_307_403,-1,1
tract_4,0.076,0.716,34.17,39_307_403,-1,1
tract_5,0.011,0.369,25.28,39_307_403,-1,1
tract_6,0.006,0.036,9.37,39_307_403,-1,0
tract_7,0.0,0.319,2.78,39_307_403,-1,0
tract_8,0.0,0.915,0.19,39_307_403,-1,0
tract_1,0.0,0.968,0.76,39_308_501,-1,0
tract_2,0.0,0.289,1.76,39_308_501,-1,0
tract_3,0.0,0.886,12.14,39_308_501,-1,0
tract_4,0.074,0.699,33.64,39_308_501,-1,1
tract_5,0.152,0.95,31.28,39_308_501,-1,1
tract_6,0.0,0.185,13.93,39_308_501,-1,0
tract_7,0.0,0.92,5.82,39_308_501,-1,0
tract_8,0.0,0.369,0.67,39_308_501,-1,0
tract_1,0.0,0.059,22.35,39_317_243,-1,1
tract_2,0.0,0.143,6.02,39_317_243,-1,0
tract_3,0.0,0.225,2.42,39_317_243,-1,0
tract_4,0.0,0.864,0.18,39_317_243,-1,0
tract_5,0.0,0.13,2.63,39_317_243,-1,0
tract_6,0.009,0.09,7.75,39_317_243,-1,0
tract_7,0.004,0.089,22.92,39_317_243,-1,1
tract_8,0.183,0.542,35.73,39_317_243,-1,1
tract_1,0.0,0.402,11.51,39_321_183,-1,1
tract_2,0.0,0.226,1.91,39_321_183,-1,0
tract_3,0.0,0.131,0.77,39_321_183,-1,0
tract_4,0.0,0.985,0.71,39_321_183,-1,0
tract_5,0.0,0.213,6.41,39_321_183,-1,0
tract_6,0.0,0.038,14.4,39_321_183,-1,1
tract_7,0.388,0.835,34.45,39_321_183,-1,1
tract_8,0.097,0.98,29.84,39_321_183,-1,1
tract_1,0.0,0.177,1.93,39_321_464,0,0
tract_2,0.0,0.077,4.46,39_321_464,0,0
tract_3,0.0,0.45,18.19,39_321_464,1,1
tract_4,0.186,0.798,29.77,39_321_464,1,1
tract_5,0.097,0.319,33.07,39_321_464,1,1
tract_6,0.0,0.084,8.69,39_321_464,0,0
tract_7,0.0,0.283,3.64,39_321_464,0,0
tract_8,0.0,0.93,0.25,39_321_464,0,0
tract_1,0.0,0.983,0.45,39_361_417,-1,0
tract_2,0.0,0.259,1.04,39_361_417,-1,0
tract_3,0.0,0.975,7.22,39_361_417,-1,0
tract_4,0.011,0.492,20.0,39_361_417,-1,1
tract_5,0.138,0.976,29.82,39_361_417,-1,1
tract_6,0.102,0.795,35.27,39_361_417,-1,1
tract_7,0.0,0.964,5.55,39_361_417,-1,0
tract_8,0.0,0.112,0.64,39_361_417,-1,0
tract_1,0.0,0.756,14.58,39_370_233,-1,1
tract_2,0.0,0.289,2.42,39_370_233,-1,0
tract_3,0.0,0.552,0.97,39_370_233,-1,0
tract_4,0.0,0.958,0.53,39_370_233,-1,0
tract_5,0.0,0.604,4.85,39_370_233,-1,0
tract_6,0.003,0.055,12.79,39_370_233,-1,0
tract_7,0.041,0.672,26.07,39_370_233,-1,1
tract_8,0.034,0.808,37.78,39_370_233,-1,1
tract_1,0.045,0.651,21.77,40_215_237,-1,1
tract_2,0.036,0.215,26.79,40_215_237,-1,1
tract_3,0.0,0.863,3.77,40_215_237,-1,0
tract_4,0.0,0.224,0.4,40_215_237,-1,0
tract_5,0.0,0.785,0.89,40_215_237,-1,0
tract_6,0.0,0.169,1.99,40_215_237,-1,0
tract_7,0.0,0.74,12.36,40_215_237,-1,0
tract_8,0.038,0.129,32.03,40_215_237,-1,1
tract_1,0.0,0.511,2.79,40_217_471,-1,0
tract_2,0.0,0.25,6.46,40_217_471,-1,0
tract_3,0.045,0.275,26.37,40_217_471,-1,1
tract_4,0.339,0.979,35.47,40_217_471,-1,1
tract_5,0.0,0.329,20.95,40_217_471,-1,1
tract_6,0.0,0.062,5.51,40_217_471,-1,0
tract_7,0.0,0.4,2.3,40_217_471,-1,0
tract_8,0.0,0.935,0.16,40_217_471,-1,0
tract_1,0.0,0.921,20.65,40_227_372,-1,1
tract_2,0.201,0.881,47.9,40_227_372,-1,1
tract_3,0.0,0.994,19.21,40_227_372,-1,1
tract_4,0.001,0.23,4.96,40_227_372,-1,0
tract_5,0.0,0.948,0.72,40_227_372,-1,0
tract_6,0.0,0.201,0.06,40_227_372,-1,0
tract_7,0.0,0.935,0.93,40_227_372,-1,0
tract_8,0.0,0.173,5.57,40_227_372,-1,0
tract_1,0.0,0.742,3.02,40_228_503,-1,0
tract_2,0.0,0.287,7.0,40_228_503,-1,0
tract_3,0.033,0.534,28.56,40_228_503,-1,1
tract_4,0.141,0.97,33.83,40_228_503,-1,1
tract_5,0.0,0.586,19.98,40_228_503,-1,1
tract_6,0.0,0.118,5.25,40_228_503,-1,0
tract_7,0.0,0.646,2.2,40_228_503,-1,0
tract_8,0.0,0.787,0.15,40_228_503,-1,0
tract_1,0.0,0.962,3.06,40_234_483,-1,0
tract_2,0.0,0.291,7.09,40_234_483,-1,0
tract_3,0.049,0.869,28.92,40_234_483,-1,1
tract_4,0.194,0.76,33.56,40_234_483,-1,1
tract_5,0.0,0.88,19.82,40_234_483,-1,1
tract_6,0.0,0.182,5.21,40_234_483,-1,0
tract_7,0.0,0.91,2.18,40_234_483,-1,0
tract_8,0.0,0.397,0.15,40_234_483,-1,0
tract_1,0.002,0.022,23.12,40_243_228,-1,1
tract_2,0.004,0.095,7.41,40_243_228,-1,0
tract_3,0.0,0.337,2.5,40_243_228,-1,0
tract_4,0.0,0.8,0.17,40_243_228,-1,0
tract_5,0.0,0.24,2.56,40_243_228,-1,0
tract_6,0.0,0.058,5.75,40_243_228,-1,0
tract_7,0.0,0.167,22.31,40_243_228,-1,1
tract_8,0.137,0.251,36.17,40_243_228,-1,1
tract_1,0.0,0.758,20.33,40_246_299,-1,1
tract_2,0.008,0.062,17.27,40_246_299,-1,1
tract_3,0.0,0.916,2.2,40_246_299,-1,0
tract_4,0.0,0.107,0.16,40_246_299,-1,0
tract_5,0.0,0.846,2.3,40_246_299,-1,0
tract_6,0.0,0.181,5.17,40_246_299,-1,0
tract_7,0.0,0.809,20.05,40_246_299,-1,1
tract_8,0.023,0.364,32.51,40_246_299,-1,1
tract_1,0.0,0.986,2.41,40_270_414,-1,0
tract_2,0.002,0.321,6.23,40_270_414,-1,0
tract_3,0.0,0.954,22.79,40_270_414,-1,1
tract_4,0.13,0.641,37.29,40_270_414,-1,1
tract_5,0.0,0.942,22.02,40_270_414,-1,1
tract_6,0.003,0.157,6.67,40_270_414,-1,0
tract_7,0.0,0.957,2.42,40_270_414,-1,0
tract_8,0.0,0.198,0.16,40_270_414,-1,0
tract_1,0.0,0.769,22.47,40_273_277,-1,1
tract_2,0.009,0.321,7.84,40_273_277,-1,0
tract_3,0.0,0.569,2.43,40_273_277,-1,0
tract_4,0.0,0.952,0.17,40_273_277,-1,0
tract_5,0.0,0.619,2.55,40_273_277,-1,0
tract_6,0.004,0.081,6.43,40_273_277,-1,0
tract_7,0.0,0.677,22.17,40_273_277,-1,1
tract_8,0.178,0.851,35.94,40_273_277,-1,1
tract_1,0.0,0.655,2.43,40_280_416,0,0
tract_2,0.001,0.284,5.82,40_280_416,0,0
tract_3,0.0,0.424,22.93,40_280_416,1,1
tract_4,0.244,0.98,37.52,40_280_416,1,1
tract_5,0.0,0.502,22.16,40_280_416,1,1
tract_6,0.005,0.097,6.55,40_280_416,0,0
tract_7,0.0,0.553,2.44,40_280_416,0,0
tract_8,0.0,0.857,0.17,40_280_416,0,0
tract_1,0.0,0.224,0.0,40_286_310,0,0
tract_2,0.0,0.065,0.0,40_286_310,0,0
tract_3,0.0,0.493,0.0,40_286_310,0,0
tract_4,0.0,0.685,0.0,40_286_310,0,0
tract_5,0.0,0.396,23.89,40_286_310,1,1
tract_6,0.011,0.094,53.68,40_286_310,1,1
tract_7,0.0,0.327,22.43,40_286_310,1,1
tract_8,0.0,0.907,0.0,40_286_310,0,0
tract_1,0.0,0.721,2.12,40_297_420,0,0
tract_2,0.0,0.284,4.92,40_297_420,0,0
tract_3,0.0,0.506,20.08,40_297_420,1,1
tract_4,0.213,0.949,32.86,40_297_420,1,1
tract_5,0.019,0.606,22.29,40_297_420,1,1
tract_6,0.06,0.749,15.1,40_297_420,0,0
tract_7,0.0,0.624,2.45,40_297_420,0,0
tract_8,0.0,0.806,0.17,40_297_420,0,0
tract_1,0.0,0.695,2.19,40_303_462,0,0
tract_2,0.0,0.281,5.08,40_303_462,0,0
tract_3,0.0,0.473,20.72,40_303_462,1,1
tract_4,0.36,0.953,33.9,40_303_462,1,1
tract_5,0.08,0.582,27.58,40_303_462,1,1
tract_6,0.001,0.08,7.3,40_303_462,0,0
tract_7,0.0,0.595,3.03,40_303_462,0,0
tract_8,0.0,0.828,0.21,40_303_462,0,0
tract_1,0.0,0.154,2.39,40_307_431,-1,0
tract_2,0.0,0.168,5.54,40_307_431,-1,0
tract_3,0.0,0.13,22.6,40_307_431,-1,1
tract_4,0.227,0.943,36.98,40_307_431,-1,1
tract_5,0.005,0.052,22.69,40_307_431,-1,1
tract_6,0.007,0.081,7.13,40_307_431,-1,0
tract_7,0.0,0.039,2.49,40_307_431,-1,0
tract_8,0.0,0.997,0.17,40_307_431,-1,0
tract_1,0.0,0.456,0.0,40_309_311,-1,0
tract_2,0.0,0.012,0.0,40_309_311,-1,0
tract_3,0.0,0.693,0.0,40_309_311,-1,0
tract_4,0.0,0.483,0.0,40_309_311,-1,0
tract_5,0.0,0.602,23.89,40_309_311,-1,1
tract_6,0.019,0.074,53.68,40_309_311,-1,1
tract_7,0.0,0.543,22.43,40_309_311,-1,1
tract_8,0.0,0.773,0.0,40_309_311,-1,0
tract_1,0.0,0.576,1.74,40_320_475,-1,0
tract_2,0.0,0.261,4.02,40_320_475,-1,0
tract_3,0.0,0.33,16.4,40_320_475,-1,1
tract_4,0.188,0.989,26.83,40_320_475,-1,1
tract_5,0.148,0.533,36.96,40_320_475,-1,1
tract_6,0.0,0.078,9.72,40_320_475,-1,0
tract_7,0.0,0.469,4.06,40_320_475,-1,0
tract_8,0.0,0.905,0.28,40_320_475,-1,0
tract_1,0.0,0.056,11.76,40_323_176,-1,0
tract_2,0.0,0.142,1.96,40_323_176,-1,0
tract_3,0.0,0.229,0.79,40_323_176,-1,0
tract_4,0.0,0.862,0.69,40_323_176,-1,0
tract_5,0.0,0.134,6.3,40_323_176,-1,0
tract_6,0.0,0.035,14.15,40_323_176,-1,0
tract_7,0.289,0.498,33.86,40_323_176,-1,1
tract_8,0.082,0.973,30.49,40_323_176,-1,1
tract_1,0.0,0.958,0.78,40_343_385,-1,0
tract_2,0.0,0.293,0.05,40_343_385,-1,0
tract_3,0.0,0.862,1.22,40_343_385,-1,0
tract_4,0.014,0.739,7.61,40_343_385,-1,0
tract_5,0.016,0.87,21.97,40_343_385,-1,1
tract_6,0.35,0.991,44.81,40_343_385,-1,1
tract_7,0.0,0.904,18.73,40_343_385,-1,1
tract_8,0.0,0.416,4.83,40_343_385,-1,0
tract_1,0.0,0.986,3.5,40_349_285,0,0
tract_2,0.0,0.271,0.24,40_349_285,0,0
tract_3,0.0,0.955,0.7,40_349_285,0,0
tract_4,0.0,0.556,4.36,40_349_285,0,0
tract_5,0.0,0.943,16.6,40_349_285,1,1
tract_6,0.032,0.095,37.3,40_349_285,1,1
tract_7,0.0,0.957,15.59,40_349_285,0,0
